Node-Id,Node-Title,authorityCentrality-1-Meta Network,authorityCentrality-1-Meta Network-unscaled,authorityCentrality-2-Meta Network,authorityCentrality-2-Meta Network-unscaled,betweennessCentrality-1-Meta Network,betweennessCentrality-1-Meta Network-unscaled,betweennessCentrality-2-Meta Network,betweennessCentrality-2-Meta Network-unscaled,betweennessCentrality-3-Meta Network,betweennessCentrality-3-Meta Network-unscaled,bonacichPowerCentrality-1-Meta Network,bonacichPowerCentrality-1-Meta Network-unscaled,bonacichPowerCentrality-2-Meta Network,bonacichPowerCentrality-2-Meta Network-unscaled,closenessCentrality-1-Meta Network,closenessCentrality-1-Meta Network-unscaled,closenessCentrality-2-Meta Network,closenessCentrality-2-Meta Network-unscaled,closenessCentrality-3-Meta Network,closenessCentrality-3-Meta Network-unscaled,contributionCentrality-1-Meta Network,contributionCentrality-1-Meta Network-unscaled,contributionCentrality-2-Meta Network,contributionCentrality-2-Meta Network-unscaled,eccentricityCentrality-1-Meta Network,eccentricityCentrality-2-Meta Network,eccentricityCentrality-3-Meta Network,egoBetweennessCentrality-1-Meta Network,egoBetweennessCentrality-2-Meta Network,eigenvectorCentrality-1-Meta Network,eigenvectorCentrality-1-Meta Network-unscaled,eigenvectorCentrality-2-Meta Network,eigenvectorCentrality-2-Meta Network-unscaled,exponentialRankCentrality-1-Meta Network,exponentialRankCentrality-1-Meta Network-unscaled,exponentialRankCentrality-2-Meta Network,exponentialRankCentrality-2-Meta Network-unscaled,hubCentrality-1-Meta Network,hubCentrality-1-Meta Network-unscaled,hubCentrality-2-Meta Network,hubCentrality-2-Meta Network-unscaled,inClosenessCentrality-1-Meta Network,inClosenessCentrality-1-Meta Network-unscaled,inClosenessCentrality-2-Meta Network,inClosenessCentrality-2-Meta Network-unscaled,inClosenessCentrality-3-Meta Network,inClosenessCentrality-3-Meta Network-unscaled,inDegreeCentrality-1-Meta Network,inDegreeCentrality-1-Meta Network-unscaled,inDegreeCentrality-2-Meta Network,inDegreeCentrality-2-Meta Network-unscaled,inDegreeCentrality-3-Meta Network,inDegreeCentrality-3-Meta Network-unscaled,inDegreeCentrality-4-Meta Network,inDegreeCentrality-4-Meta Network-unscaled,inInverseClosenessCentrality-1-Meta Network,inInverseClosenessCentrality-1-Meta Network-unscaled,inInverseClosenessCentrality-2-Meta Network,inInverseClosenessCentrality-2-Meta Network-unscaled,inInverseClosenessCentrality-3-Meta Network,inInverseClosenessCentrality-3-Meta Network-unscaled,informationCentrality-1-Meta Network,informationCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-1-Meta Network,inverseClosenessCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-2-Meta Network,inverseClosenessCentrality-2-Meta Network-unscaled,inverseClosenessCentrality-3-Meta Network,inverseClosenessCentrality-3-Meta Network-unscaled,katzCentrality-1-Meta Network,katzCentrality-1-Meta Network-unscaled,katzCentrality-2-Meta Network,katzCentrality-2-Meta Network-unscaled,outDegreeCentrality-1-Meta Network,outDegreeCentrality-1-Meta Network-unscaled,outDegreeCentrality-2-Meta Network,outDegreeCentrality-2-Meta Network-unscaled,outDegreeCentrality-3-Meta Network,outDegreeCentrality-3-Meta Network-unscaled,outDegreeCentrality-4-Meta Network,outDegreeCentrality-4-Meta Network-unscaled,pageRankCentrality-1-Meta Network,pageRankCentrality-2-Meta Network,potentialBoundarySpanner-1-Meta Network,potentialBoundarySpanner-2-Meta Network,radialityCentrality-1-Meta Network,radialityCentrality-1-Meta Network-unscaled,radialityCentrality-2-Meta Network,radialityCentrality-2-Meta Network-unscaled,radialityCentrality-3-Meta Network,radialityCentrality-3-Meta Network-unscaled,totalDegreeCentrality-1-Meta Network,totalDegreeCentrality-1-Meta Network-unscaled,totalDegreeCentrality-2-Meta Network,totalDegreeCentrality-2-Meta Network-unscaled,totalDegreeCentrality-3-Meta Network,totalDegreeCentrality-3-Meta Network-unscaled,totalDegreeCentrality-4-Meta Network,totalDegreeCentrality-4-Meta Network-unscaled,
418,418,0,0,0,0,2.740e-06,44.662,2.740e-06,44.662,1.425e-04,1161.168,1.338e-05,0.016,0,0.014,0.001,0,0.001,0,2.549e-06,0,4.622e-04,3.268e-04,0,0,7,7,7,0.059,0.007,0,0,0,0,0.512,2.368e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.001,6,0.001,6,1.412e-04,595,0.033,133,0.009,35.569,0.009,35.569,0.277,1118.705,3.280e-04,4.141,0.197,793.662,0.197,793.662,0.277,1118.705,0.016,0.020,0.010,0.014,0.004,17,0.004,17,1.412e-04,595,0.033,133,7.180e-05,1.336e-04,1.125e-05,1.578e-05,0.793,12926999,0.793,12926999,0.907,15426809856.000,0.003,23,0.003,23,1.412e-04,595,0.033,133,
419,419,0,0,0,0,4.924e-04,8026.427,4.924e-04,8026.427,1.488e-04,1212.626,3.101e-05,0.036,0,0.027,0.001,0,0.001,0,2.549e-06,0,0.002,0.002,2.567e-06,1.815e-06,6,6,7,0.095,0.003,7.765e-06,5.491e-06,0,0,0.528,2.442e-04,0.993,2.476e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.005,19,0.005,19,2.652e-04,1117,0.038,152,0.011,42.736,0.011,42.736,0.280,1129.539,3.790e-04,4.785,0.257,1035.850,0.257,1035.850,0.280,1129.538,0.049,0.061,0.019,0.027,0.009,38,0.009,38,2.652e-04,1117,0.038,152,9.466e-05,2.487e-04,8.155e-04,8.779e-06,0.802,13071204,0.802,13071204,0.907,15426809856.000,0.007,57,0.007,57,2.652e-04,1117,0.038,152,
421,421,0,0,0,0,2.973e-05,484.721,2.973e-05,484.721,2.674e-04,2179.824,1.091e-05,0.013,0,0.010,0.001,0,0.001,0,2.549e-06,0,4.501e-04,3.182e-04,0,0,7,7,7,0.072,0.031,6.419e-06,4.539e-06,0,0,0.518,2.397e-04,0.993,2.475e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.003,11,0.003,11,9.519e-05,401,0.035,141,0.010,40.069,0.010,40.069,0.277,1120.322,3.118e-04,3.936,0.212,856.429,0.212,856.429,0.277,1120.321,0.029,0.036,0.007,0.010,0.003,14,0.003,14,9.519e-05,401,0.035,141,7.781e-05,8.960e-05,1.123e-04,4.396e-05,0.790,12883452,0.790,12883452,0.907,15426809856.000,0.003,25,0.003,25,9.519e-05,401,0.035,141,
422,422,0,0,0,0,1.023e-04,1667.400,1.023e-04,1667.400,0.003,20624.109,3.724e-05,0.044,0,0.025,0.001,0,0.001,0,2.549e-06,0,9.786e-04,6.920e-04,1.521e-06,0,7,7,7,0.090,0.035,1.864e-06,1.318e-06,0,0,0.520,2.403e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.003,12,0.003,12,2.452e-04,1033,0.050,200,0.010,41.069,0.010,41.069,0.306,1235.703,3.892e-04,4.914,0.216,871.719,0.216,871.719,0.306,1235.702,0.031,0.039,0.018,0.025,0.012,48,0.012,48,2.452e-04,1033,0.050,200,7.918e-05,2.302e-04,1.609e-04,1.615e-04,0.796,12971978,0.796,12971978,0.907,15426810880.000,0.007,60,0.007,60,2.452e-04,1033,0.050,200,
423,423,0,0,0,0,5.021e-05,818.415,5.021e-05,818.415,8.122e-05,662.033,3.619e-05,0.042,0,0.037,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,3.256e-06,2.303e-06,7,7,7,0.021,0.005,8.536e-06,6.036e-06,0,0,0.520,2.403e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.003,12,0.003,12,3.660e-04,1542,0.041,164,0.010,40.569,0.010,40.569,0.269,1085.439,3.866e-04,4.880,0.252,1016.702,0.252,1016.702,0.269,1085.438,0.031,0.039,0.027,0.037,0.011,45,0.011,45,3.660e-04,1542,0.041,164,7.846e-05,3.450e-04,8.315e-05,3.472e-06,0.797,13002471,0.797,13002471,0.907,15426809856.000,0.007,57,0.007,57,3.660e-04,1542,0.041,164,
424,424,0,0,0,0,3.705e-06,60.404,3.705e-06,60.404,0,4.049,7.410e-06,0.009,0,0.003,0.001,0,0.001,0,2.549e-06,0,1.787e-04,1.264e-04,0,0,9,9,8,0.017,0.027,0,0,0,0,0.513,2.374e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.002,7,0.002,7,2.872e-05,121,0.006,25,0.008,33.769,0.008,33.769,0.224,904.568,2.803e-04,3.538,0.160,644.297,0.160,644.297,0.224,904.567,0.018,0.023,0.002,0.003,0.002,10,0.002,10,2.872e-05,121,0.006,25,7.975e-05,2.616e-05,2.058e-05,0,0.778,12690316,0.778,12690316,0.907,15426806784.000,0.002,17,0.002,17,2.872e-05,121,0.006,25,
425,425,0,0,0,0,5.304e-06,86.461,5.304e-06,86.461,1.887e-04,1538.285,1.111e-05,0.013,0,0.009,0.001,0,0.001,0,2.549e-06,0,4.639e-04,3.281e-04,0,0,7,7,7,0.049,0.025,1.158e-05,8.186e-06,0,0,0.511,2.363e-04,0.993,2.475e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.001,5,0.001,5,9.305e-05,392,0.034,137,0.009,34.486,0.009,34.486,0.272,1099.739,3.118e-04,3.936,0.216,873.762,0.216,873.762,0.272,1099.738,0.013,0.016,0.007,0.009,0.003,14,0.003,14,9.305e-05,392,0.034,137,6.201e-05,8.754e-05,2.635e-05,3.173e-05,0.797,12988476,0.797,12988476,0.907,15426809856.000,0.002,19,0.002,19,9.305e-05,392,0.034,137,
426,426,0,0,0,0,5.740e-06,93.571,5.740e-06,93.571,1.008e-04,821.528,9.413e-06,0.011,0,0.010,0.001,0,0.001,0,2.549e-06,0,4.548e-04,3.216e-04,0,0,7,7,7,0.065,0.009,6.313e-06,4.464e-06,0,0,0.512,2.368e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,0.001,6,0.001,6,1.035e-04,436,0.035,142,0.007,27.819,0.007,27.819,0.267,1079.989,2.978e-04,3.760,0.213,861.429,0.213,861.429,0.267,1079.988,0.015,0.019,0.007,0.010,0.003,12,0.003,12,1.035e-04,436,0.035,142,6.881e-05,9.809e-05,3.010e-05,1.524e-05,0.795,12964175,0.795,12964175,0.907,15426809856.000,0.002,18,0.002,18,1.035e-04,436,0.035,142,
429,429,0,0,0,0,0,2.629,0,2.629,4.306e-06,35.098,6.038e-06,0.007,0,0.003,0.001,0,0.001,0,2.549e-06,0,1.184e-04,8.372e-05,0,0,8,8,7,0.033,0.025,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,4.953e-04,2,4.953e-04,2,2.896e-05,122,0.013,53,0.004,14.486,0.004,14.486,0.246,992.732,2.575e-04,3.251,0.162,655.399,0.162,655.399,0.246,992.731,0.005,0.006,0.002,0.003,0.002,8,0.002,8,2.896e-05,122,0.013,53,6.040e-05,2.669e-05,1.523e-06,2.326e-06,0.777,12674436,0.777,12674436,0.907,15426808832.000,0.001,10,0.001,10,2.896e-05,122,0.013,53,
430,430,0,0,0,0,3.989e-05,650.251,3.989e-05,650.251,7.999e-06,65.197,1.900e-05,0.022,0,0.021,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,2.023e-06,1.431e-06,6,6,8,0.035,0.006,1.252e-05,8.851e-06,0,0,0.523,2.420e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.004,15,0.004,15,2.018e-04,850,0.036,145,0.011,46.236,0.011,46.236,0.237,956.734,3.503e-04,4.422,0.239,965.850,0.239,965.850,0.237,956.733,0.039,0.049,0.015,0.021,0.006,23,0.006,23,2.018e-04,850,0.036,145,8.093e-05,1.906e-04,9.910e-05,0,0.793,12929370,0.793,12929370,0.907,15426807808.000,0.005,38,0.005,38,2.018e-04,850,0.036,145,
431,431,0,0,0,0,1.180e-04,1923.252,1.180e-04,1923.252,6.264e-04,5105.274,3.652e-05,0.043,0,0.039,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,3.333e-06,2.357e-06,7,7,7,0.033,0.019,1.428e-05,1.009e-05,0,0,0.537,2.484e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.006,26,0.006,26,3.789e-04,1596,0.043,174,0.013,52.736,0.013,52.736,0.291,1174.772,3.866e-04,4.880,0.242,976.719,0.242,976.719,0.291,1174.771,0.068,0.085,0.028,0.039,0.011,45,0.011,45,3.789e-04,1596,0.043,174,1.020e-04,3.573e-04,1.569e-04,2.587e-05,0.795,12961635,0.795,12961635,0.907,15426810880.000,0.009,71,0.009,71,3.789e-04,1596,0.043,174,
432,432,0,0,0,0,3.962e-05,645.862,3.962e-05,645.862,1.063e-05,86.618,2.957e-05,0.035,0,0.032,0.001,0,0.001,0,2.549e-06,0,0.001,0.001,1.987e-06,1.405e-06,7,7,7,0.040,0.002,1.352e-05,9.557e-06,0,0,0.527,2.438e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.004,18,0.004,18,3.103e-04,1307,0.042,168,0.013,51.569,0.013,51.569,0.247,997.958,3.777e-04,4.769,0.230,927.852,0.230,927.852,0.247,997.957,0.047,0.059,0.022,0.032,0.009,37,0.009,37,3.103e-04,1307,0.042,168,8.756e-05,2.928e-04,6.800e-05,0,0.793,12924384,0.793,12924384,0.907,15426808832.000,0.007,55,0.007,55,3.103e-04,1307,0.042,168,
433,433,0,0,0,0,0,3.158,0,3.158,3.984e-04,3247.146,4.592e-06,0.005,0,0.003,0.001,0,0.001,0,2.549e-06,0,2.000e-04,1.414e-04,0,0,8,8,7,0.025,0.076,5.609e-06,3.966e-06,0,0,0.510,2.357e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,9.906e-04,4,9.906e-04,4,3.371e-05,142,0.023,92,0.004,16.986,0.004,16.986,0.290,1170.503,2.268e-04,2.863,0.197,796.017,0.197,796.017,0.290,1170.502,0.010,0.013,0.002,0.003,0.001,6,0.001,6,3.371e-05,142,0.023,92,6.761e-05,3.175e-05,1.829e-06,1.849e-04,0.777,12677012,0.777,12677012,0.907,15426810880.000,0.001,10,0.001,10,3.371e-05,142,0.023,92,
434,434,0,0,0,0,1.418e-04,2311.548,1.418e-04,2311.548,5.576e-05,454.485,1.677e-05,0.020,0,0.018,0.001,0,0.001,0,2.549e-06,0,0.001,8.410e-04,1.979e-06,1.399e-06,7,7,7,0.053,0.013,1.233e-05,8.722e-06,0,0,0.520,2.403e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.003,12,0.003,12,1.749e-04,737,0.039,157,0.011,45.152,0.011,45.152,0.262,1056.239,3.440e-04,4.342,0.219,884.745,0.219,884.745,0.262,1056.238,0.032,0.040,0.013,0.018,0.005,21,0.005,21,1.749e-04,737,0.039,157,8.584e-05,1.652e-04,4.056e-04,4.987e-06,0.792,12915978,0.792,12915978,0.907,15426808832.000,0.004,33,0.004,33,1.749e-04,737,0.039,157,
435,435,0,0,0,0,5.426e-05,884.569,5.426e-05,884.569,0.001,10179.273,4.549e-06,0.005,0,0.005,0.001,0,0.001,0,2.549e-06,0,2.897e-04,2.049e-04,0,0,8,8,7,0.070,0.091,5.540e-06,3.917e-06,0,0,0.510,2.357e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,9.906e-04,4,9.906e-04,4,4.724e-05,199,0.031,125,0.007,28.836,0.007,28.836,0.287,1158.953,2.268e-04,2.863,0.200,807.499,0.200,807.499,0.287,1158.952,0.010,0.013,0.003,0.005,0.001,6,0.001,6,4.724e-05,199,0.031,125,6.934e-05,4.493e-05,5.123e-04,4.136e-04,0.777,12669180,0.777,12669180,0.907,15426809856.000,0.001,10,0.001,10,4.724e-05,199,0.031,125,
436,436,0,0,0,0,1.053e-04,1717.187,1.053e-04,1717.187,0.003,22464.445,3.254e-05,0.038,0,0.036,0.001,0,0.001,0,2.549e-06,0,0.002,0.002,3.552e-06,2.511e-06,7,7,7,0.028,0.087,1.378e-05,9.743e-06,0,0,0.530,2.449e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.005,20,0.005,20,3.475e-04,1464,0.047,190,0.012,50.236,0.012,50.236,0.284,1145.705,3.814e-04,4.815,0.241,971.402,0.241,971.402,0.284,1145.705,0.052,0.066,0.025,0.036,0.010,40,0.010,40,3.475e-04,1464,0.047,190,9.646e-05,3.285e-04,1.657e-04,1.241e-04,0.790,12876906,0.790,12876906,0.907,15426809856.000,0.007,60,0.007,60,3.475e-04,1464,0.047,190,
437,437,0,0,0,0,2.002e-04,3263.534,2.002e-04,3263.534,0.002,18959.979,5.920e-06,0.007,0,0.001,0.001,0,0.001,0,2.549e-06,0,1.180e-04,8.344e-05,0,0,8,8,7,0.072,0.837,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,4.953e-04,2,4.953e-04,2,1.401e-05,59,0.011,43,0.005,19.769,0.005,19.769,0.271,1095.063,2.575e-04,3.251,0.162,653.164,0.162,653.164,0.271,1095.062,0.005,0.006,0.001,0.001,0.002,8,0.002,8,1.401e-05,59,0.011,43,8.809e-05,1.314e-05,0.002,0.003,0.786,12819393,0.786,12819393,0.907,15426809856.000,0.001,10,0.001,10,1.401e-05,59,0.011,43,
438,438,0,0,0,0,5.821e-05,948.843,5.821e-05,948.843,5.282e-05,430.546,3.839e-05,0.045,0,0.042,0.001,0,0.001,0,2.549e-06,0,0.002,0.001,3.251e-06,2.299e-06,7,7,7,0.022,0.007,1.442e-05,1.020e-05,0,0,0.534,2.467e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.006,23,0.006,23,4.078e-04,1718,0.047,188,0.014,55.736,0.014,55.736,0.263,1061.172,3.892e-04,4.914,0.234,942.952,0.234,942.952,0.263,1061.171,0.061,0.076,0.030,0.042,0.012,48,0.012,48,4.078e-04,1718,0.047,188,9.381e-05,3.850e-04,7.739e-05,2.027e-06,0.788,12855956,0.788,12855956,0.907,15426808832.000,0.009,71,0.009,71,4.078e-04,1718,0.047,188,
439,439,0,0,0,0,2.776e-05,452.573,2.776e-05,452.573,5.039e-06,41.069,2.534e-05,0.030,0,0.030,0.001,0,0.001,0,2.549e-06,0,0.001,7.736e-04,2.217e-06,1.568e-06,7,7,7,0.037,0.001,7.931e-06,5.608e-06,0,0,0.518,2.397e-04,0.993,2.476e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.003,11,0.003,11,2.917e-04,1229,0.039,159,0.012,46.569,0.012,46.569,0.251,1015.372,3.703e-04,4.675,0.232,935.879,0.232,935.879,0.251,1015.371,0.029,0.036,0.021,0.030,0.008,32,0.008,32,2.917e-04,1229,0.039,159,7.722e-05,2.758e-04,6.095e-05,0,0.791,12900391,0.791,12900391,0.907,15426808832.000,0.005,43,0.005,43,2.917e-04,1229,0.039,159,
440,440,0,0,0,0,1.467e-06,23.916,1.467e-06,23.916,6.925e-05,564.424,7.272e-06,0.009,0,0.006,0.001,0,0.001,0,2.549e-06,0,5.866e-04,4.148e-04,0,0,7,7,7,0.051,0.116,0,0,0,0,0.511,2.363e-04,0.993,2.475e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.001,5,0.001,5,5.958e-05,251,0.022,89,0.010,40.319,0.010,40.319,0.261,1054.203,2.697e-04,3.404,0.204,825.479,0.204,825.479,0.261,1054.202,0.013,0.017,0.004,0.006,0.002,9,0.002,9,5.958e-05,251,0.022,89,6.584e-05,5.593e-05,9.893e-06,1.818e-05,0.787,12835158,0.787,12835158,0.907,15426808832.000,0.002,14,0.002,14,5.958e-05,251,0.022,89,
442,442,0,0,0,0,0,13.140,0,13.140,8.172e-05,666.060,4.862e-06,0.006,0,0.006,0.001,0,0.001,0,2.549e-06,0,4.766e-04,3.370e-04,0,0,8,8,7,0.070,0.025,6.046e-06,4.275e-06,0,0,0.512,2.369e-04,0.993,2.475e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.001,6,0.001,6,6.385e-05,269,0.032,131,0.010,42.219,0.010,42.219,0.263,1061.722,2.268e-04,2.863,0.209,844.207,0.209,844.207,0.263,1061.721,0.016,0.020,0.005,0.006,0.001,6,0.001,6,6.385e-05,269,0.032,131,6.531e-05,6.099e-05,6.341e-06,2.002e-05,0.785,12806714,0.785,12806714,0.907,15426808832.000,0.001,12,0.001,12,6.385e-05,269,0.032,131,
443,443,0,0,0,0,0,0,0,0,0,2.141,0,8.591e-04,0,7.174e-05,2.479e-04,0,2.479e-04,0,2.549e-06,0,9.553e-05,6.755e-05,0,0,4,4,8,0,1,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,3,7.428e-04,3,0.003,13.486,0.003,13.486,0.212,857.697,6.701e-05,0.846,6.398e-04,2.583,6.398e-04,2.583,0.212,857.695,0.003,0.003,5.102e-05,7.174e-05,2.476e-04,1,2.476e-04,1,0,3,7.428e-04,3,5.686e-05,0,0,5.770e-06,0.001,20183,0.001,20183,0.907,15426806784.000,2.476e-04,2,2.476e-04,2,0,3,7.428e-04,3,
444,444,0,0,0,0,6.045e-05,985.394,6.045e-05,985.394,4.794e-06,39.072,2.026e-05,0.024,0,0.022,0.001,0,0.001,0,2.549e-06,0,0.001,9.124e-04,1.685e-06,0,7,7,7,0.049,0.001,7.813e-06,5.525e-06,0,0,0.532,2.461e-04,0.993,2.476e-04,0,0,0,0,2.069e-05,0,2.069e-05,0,0,0,0.005,22,0.005,22,2.165e-04,912,0.036,145,0.014,56.986,0.014,56.986,0.238,962.625,3.557e-04,4.491,0.207,837.419,0.207,837.419,0.238,962.624,0.058,0.072,0.016,0.022,0.006,25,0.006,25,2.165e-04,912,0.036,145,1.049e-04,2.045e-04,1.214e-04,0,0.786,12822562,0.786,12822562,0.907,15426807808.000,0.006,47,0.006,47,2.165e-04,912,0.036,145,
445,445,0,0,0,0,2.067e-06,33.703,2.067e-06,33.703,9.947e-06,81.076,1.092e-05,0.013,0,0.011,0.001,0,0.001,0,2.549e-06,0,4.183e-04,2.958e-04,0,0,7,7,8,0.050,0.023,0,0,0,0,0.521,2.409e-04,0.993,2.475e-04,0,0,0,0,2.069e-05,0,2.069e-05,0,0,0,0.003,13,0.003,13,1.035e-04,436,0.027,109,0.012,49.302,0.012,49.302,0.237,955.701,3.118e-04,3.936,0.191,771.795,0.191,771.795,0.237,955.700,0.034,0.043,0.007,0.011,0.003,14,0.003,14,1.035e-04,436,0.027,109,9.582e-05,9.747e-05,7.229e-06,1.504e-06,0.785,12805832,0.785,12805832,0.907,15426807808.000,0.003,27,0.003,27,1.035e-04,436,0.027,109,
446,446,0,0,0,0,0,5.594,0,5.594,2.415e-05,196.873,9.225e-06,0.011,0,0.008,0.001,0,0.001,0,2.549e-06,0,9.928e-04,7.020e-04,0,0,7,7,7,0.021,0.055,0,0,0,0,0.513,2.374e-04,0.993,2.475e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.002,7,0.002,7,7.976e-05,336,0.026,107,0.011,43.352,0.011,43.352,0.249,1007.289,2.896e-04,3.656,0.203,820.436,0.203,820.436,0.249,1007.288,0.018,0.023,0.006,0.008,0.003,11,0.003,11,7.976e-05,336,0.026,107,6.270e-05,7.511e-05,1.800e-06,4.738e-06,0.784,12778103,0.784,12778103,0.907,15426808832.000,0.002,18,0.002,18,7.976e-05,336,0.026,107,
447,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476e-04,0,2.476e-04,0,0,0,9.492e-05,6.712e-05,0,0,0,0,0,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,0,0,0,0.003,13.486,0.003,13.486,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0,0,0,0,0,0,5.686e-05,0,0,0,0,0,0,0,0,0,1.238e-04,1,1.238e-04,1,0,0,0,0,
448,448,0,0,0,0,0,0,0,0,1.736e-04,1415.054,0,9.758e-04,0,7.703e-04,0.001,0,0.001,0,2.549e-06,0,1.146e-04,8.102e-05,0,0,8,8,7,0,0.813,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.067e-05,0,2.067e-05,0,0,0,4.953e-04,2,4.953e-04,2,7.596e-06,32,0.008,32,0.006,23.919,0.006,23.919,0.276,1113.870,6.701e-05,0.846,0.174,700.885,0.174,700.885,0.276,1113.869,0.005,0.006,5.478e-04,7.703e-04,2.476e-04,1,2.476e-04,1,7.596e-06,32,0.008,32,6.336e-05,7.433e-06,0,3.576e-04,0.785,12804357,0.785,12804357,0.907,15426809856.000,3.715e-04,3,3.715e-04,3,7.596e-06,32,0.008,32,
449,449,0,0,0,0,2.439e-05,397.606,2.439e-05,397.606,1.727e-04,1407.990,3.864e-06,0.005,0,0.004,0.001,0,0.001,0,2.549e-06,0,2.513e-04,1.777e-04,0,0,8,8,7,0.113,0.059,5.652e-06,3.996e-06,0,0,0.511,2.363e-04,0.993,2.475e-04,0,0,0,0,2.069e-05,0,2.069e-05,0,0,0,0.001,5,0.001,5,3.656e-05,154,0.025,100,0.011,45.269,0.011,45.269,0.276,1113.655,2.070e-04,2.614,0.200,805.932,0.200,805.932,0.276,1113.655,0.013,0.016,0.003,0.004,0.001,5,0.001,5,3.656e-05,154,0.025,100,7.197e-05,3.473e-05,2.303e-04,7.393e-05,0.776,12644968,0.776,12644968,0.907,15426809856.000,0.001,10,0.001,10,3.656e-05,154,0.025,100,
450,450,0,0,0,0,2.950e-06,48.091,2.950e-06,48.091,1.167e-04,951.282,1.087e-05,0.013,0,0.010,0.001,0,0.001,0,2.549e-06,0,4.269e-04,3.018e-04,0,0,7,7,7,0.042,0.016,0,0,0,0,0.515,2.379e-04,0.993,2.475e-04,0,0,0,0,2.066e-05,0,2.066e-05,0,0,0,0.002,8,0.002,8,9.590e-05,404,0.028,114,0.006,26.069,0.006,26.069,0.269,1085.656,3.118e-04,3.936,0.193,779.845,0.193,779.845,0.269,1085.655,0.021,0.026,0.007,0.010,0.003,14,0.003,14,9.590e-05,404,0.028,114,8.870e-05,9.034e-05,1.266e-05,1.904e-05,0.786,12818008,0.786,12818008,0.907,15426809856.000,0.003,22,0.003,22,9.590e-05,404,0.028,114,
451,451,0,0,0,0,4.544e-06,74.079,4.544e-06,74.079,8.747e-05,712.973,1.179e-05,0.014,0,0.016,0.001,0,0.001,0,2.549e-06,0,6.456e-04,4.565e-04,0,0,7,7,7,0.016,0.007,1.194e-05,8.446e-06,0,0,0.517,2.391e-04,0.993,2.475e-04,0,0,0,0,2.068e-05,0,2.068e-05,0,0,0,0.002,10,0.002,10,1.612e-04,679,0.036,145,0.011,45.569,0.011,45.569,0.273,1103.155,3.177e-04,4.011,0.222,894.545,0.222,894.545,0.273,1103.155,0.026,0.033,0.012,0.016,0.004,15,0.004,15,1.612e-04,679,0.036,145,7.360e-05,1.532e-04,1.716e-05,8.491e-06,0.785,12795222,0.785,12795222,0.907,15426809856.000,0.003,25,0.003,25,1.612e-04,679,0.036,145,
